name,price,sales,shop_name,shop_link,product_link,image_link,shipping_insurance,free_shipping,province,city
雅鹿正品男士加厚羽绒服中长款2023冬季新款中年冬装保暖外套,399,29人付款,恒源祥皮衣工厂直营店,https://click.simba.taobao.com/cc_im?p=%D3%F0%C8%DE%B7%FE&s=2076849887&k=1025&e=8y9R2%2BkvjOlvcrInqKd9L0aDna6rVGBJoN1pwupgv%2FOPYR2L6ALXr7JYH4DTA2mrGY0Cgou5BnAEuuDvWTVA0KVMk65JXLJEXqcUj0jRgdkB3QQcxl6A%2FrIpZ2WJKfOyFyXzd1eSkGegRaRa0ryZ0KMnRbaqoNG7JZrhvysD%2BL%2BVnNj%2Fu%2Ff0Jt6rf6%2FBlIe3%2F9e%2BUAGstNCKA5q%2B%2BqkLWvIJqY898DJCiBJi8qkYThQhpYTWVcqqyqOg4USD8WE7SqL%2FwMCjgXgUI3McaHP1%2BEDXOWZA%2FqLEh3IjUMvWL3N%2Fxzdn1U1Vhn9hbJQ4Ow%2FDXWvwmqBWgD%2Fs9RZiBZPquH3iUM4HkR6hEtQMydGGwwt6SlU%2F3zUNxJ7IGLG0COzwtITtg8DBCEgiPYNOIYHdsQ8tk2NBXNyoSKeOtEW2trWGEd6TcKcXQtwZJbsmduokIic40bI8O6NWa3%2F7Z24c6ccffJy1zE7rb5EsBwIVx6UN0%2BhZk7wIaba2Hw%2FmLfpIEQKaRJNWfb3AAiDukFcxfPtZSss%2FVfV4piK1hBnt%2Bgzk9Qx3lodC7Rt%2Bbvf9ooIYe338Jvi0XO1%2FoVSSGVW3cI3xViM7d01hRZAkLQuGPbPC4LHsKGyREICLQqClvUA739NtIpEG7jid0eKh16XVn5g7iR0ynosoANffK4NDKK02QMy61kBwqBxF1OB1WOwXFEBjsVUdYo6Vt8XBenAHzov8HvGHyrpbkSchxTXBxqa3heQxn07ZjGV2wUdQlAFTBgjKKcIg6ljR2CEapjwJBlzMGwCbUXaa6JKlDhcl6ieDGCPvG4Coa%2BpQwRPF%2Fgdg9H9d2GmGDxtVQJ1eaWcn4%2B8GFxsC%2FXjz7PUWYgWT6rg3oxrYgMGuLQ5CC%2F8YRqs3Gs2bzTR9cp%2BxjwOfhpPSFSqyaQKXNtuq1HouA5paSJuXcIKTB4EzjCnxiKsZXT8AVh27FnoAAi2HijVmqlFuTqqWQZuaq7hLnJBpNpa0IlrK3v%2FwOY%2BP1EYN64LCbpLE,https://click.simba.taobao.com/cc_im?p=%D3%F0%C8%DE%B7%FE&s=2076849887&k=1057&e=u33ZAvZRkBBvcrInqKd9L0aDna6rVGBJoN1pwupgv%2FOPYR2L6ALXr7JYH4DTA2mrGY0Cgou5BnAuFCB3acs0kqVMk65JXLJEXqcUj0jRgdkB3QQcxl6A%2FrIpZ2WJKfOyFyXzd1eSkGegRaRa0ryZ0KMnRbaqoNG7JZrhvysD%2BL%2BVnNj%2Fu%2Ff0Jt6rf6%2FBlIe3%2F9e%2BUAGstNCKA5q%2B%2BqkLWvIJqY898DJCiBJi8qkYThQhpYTWVcqqyqOg4USD8WE7SqL%2FwMCjgXgUI3McaHP1%2BEDXOWZA%2FqLEh3IjUMvWL3N%2Fxzdn1U1Vhn9hbJQ4Ow%2FDXWvwmqBWgD%2Fs9RZiBZPquMsFjtE6cJN7QKm5Z2rYEOacYnIzGydUBYPdb6FEckVFjuVDaRLVkW2aZSkGRq90RgWsY4JfJXk9ndiKRad4WOltpdWVqKTjC9%2BIdTnKywhCCaUtntAbj98pZu5vY%2BGoUAzferUnLqm8lQ5Sz%2B5mZfSd4DfyY80Kib7TZsds9wluqadrRX17qDIjLPcQb9oSvbKAgdieHszrmMvca5ne3GRQKTLjDi4nY0ENDHpiAvbNcEuOCIaDWdKwcH6N0AT3YG1kWVFe1%2B%2FJVTDeNreoroJjF3b%2FnY9P9kHQvbmd0bES5JvErxzCH9PEwQlSH7MeRFeKN2maeUBgPqiybB2ZGtlV6Zh%2BJextzE70W%2FT1%2B3fQM4Waqnw8QGj9AQWF2t5S4Pu9w4YRbmmIuPbc1XFh5P7PikJ5fxhnam45AWTXI1h8gevF6rnU3QsViGxreRWpBwKutA8S05giqbRm62KSHTBCBj5NAdllV2V%2FR6J0Aq1XaF0c8jFqee567uRvQao%2BUYTOcqQvJxmmNWTT%2B7As7ZeqmTW8evp2N6hmQGb8ZRldg8VxnyTSm8opat3eiS36A5TCiDvEXqKCYMPN4Uk%2BatrJx570lbURzMu%2FyerfppObKiReBBb7%2FHa1Q7U4Zcnh4oz2Sb1r6YvX6%2BsU54xff9KDY9CMxDJPR8L06v%2FbPX042Jac1MH33BhlM3OYkW7rvdRqrmlXe7rE#detail,https://img.alicdn.com/imgextra/i4/58023241/O1CN01Pph0lu1ZoQXu5FxfU_!!0-saturn_solar.jpg_460x460q90.jpg_.webp,True,True,上海,
MOOSE KNUCKLES 3Q JKT 大毛领保暖运动羽绒服夹克男,11800,2人付款,MOOSE KNUCKLES官方旗舰店,https://click.simba.taobao.com/cc_im?p=%D3%F0%C8%DE%B7%FE&s=2076849887&k=993&e=1M4Hg%2BLjViVvcrInqKd9L0aDna6rVGBJoN1pwupgv%2FOPYR2L6ALXr7JYH4DTA2mr%2F%2BfWDobrzdThGxAjlhoYc%2FOgBYcjb3M1XqcUj0jRgdkB3QQcxl6A%2FrIpZ2WJKfOyFyXzd1eSkGegRaRa0ryZ0KMnRbaqoNG7JZrhvysD%2BL%2BVnNj%2Fu%2Ff0Jt6rf6%2FBlIe3%2F9e%2BUAGstNCKA5q%2B%2BqkLWvIJqY898DJCiBJi8qkYThQhpYTWVcqqyqOg4USD8WE7QLMAeRFUucOiJ5HInm26Y2ATiJuhpmMfmJ6VNNfLB5ECwHGc2PS4EPbDhgizzvg7ZPq1hLAU3LMN7H17h1H0q6o4Mi7rSy6hQKm5Z2rYEOaLlHw8HL2sU1Ool70mVvfqfSkzqQKcU17JhVFudo%2FKasxtL6D3KhCwxUE1%2B41sPP0Jtp93HhbvBGigwVtEqO1m8DZ1tpME6jDINLL5Mf0ay2CbEVzcZobV5sVH1a0C3anauiOgjTwvHvkcj%2FciIptooieRyJ5tumNcDB2H10BFTtcg2FWL%2BgiYnhkiWfvCysgyfSmVzxfPIXCS80lPXOoOW%2BM4LLAADDM%2F9DyTXdX4Hc%2FczJmD8Q6dSGgmV4rvz2UyvYTPhhKgVJ1ZfTtbdjZic79mmkNhvh%2B%2B%2FbQbO9SSRmYorJFSbCuUFjyujaL4Vft5kxap4QM3pPvgHBmOdZPtV4SxDJSIsFXwgPsh3Tx6qoUu077oMR2VtwuYrf1aOAIe1%2FYuO82pSYP8mCz1xq577%2BrpgAhG9VOyZJMo49X7DryefQbbnGZXlMk%2FeTRj2LGiFtUqwgEzvKfP%2FN%2FVrS9xNScUe9IEc%2BDJ1LmKnSETK5nkajUaycqOpEqLl5TTlAEpRhLZJqqECMomvupvFXlu5SvTAJkkpLzhj4RCuR4V0EId9mUUHJl7LzFZ4WYx%2Bq2dyGhOvZKsrJoPk9G%2Fm6eN9ro3CHw7tmIpwDbH0qTP%2FUOi5%2BDPMuUY,https://click.simba.taobao.com/cc_im?p=%D3%F0%C8%DE%B7%FE&s=2076849887&k=1025&e=x6w3k3XcaP9vcrInqKd9L0aDna6rVGBJoN1pwupgv%2FOPYR2L6ALXr7JYH4DTA2mr%2F%2BfWDobrzdTyaR1C4C9E0%2FOgBYcjb3M1XqcUj0jRgdkB3QQcxl6A%2FrIpZ2WJKfOyFyXzd1eSkGegRaRa0ryZ0KMnRbaqoNG7JZrhvysD%2BL%2BVnNj%2Fu%2Ff0Jt6rf6%2FBlIe3%2F9e%2BUAGstNCKA5q%2B%2BqkLWvIJqY898DJCiBJi8qkYThQhpYTWVcqqyqOg4USD8WE7QLMAeRFUucOiJ5HInm26Y2ATiJuhpmMfmJ6VNNfLB5ECwHGc2PS4EPbDhgizzvg7ZPq1hLAU3LMN7H17h1H0qxAEgUXVnqqO2lrzk4vIs%2Fcu42mzL0Q9IzuPEs6JWzbBjuVDaRLVkW2aZSkGRq90RnW9p21DIJHaM88MuwxNJL5ZSAo1%2BbvzLUqLvxjm5dG6FZi8Cjhky19cyU2ibG%2FhFKrYid6amMYHSheR2VsTpq2QnGc8TzMZ9Nq6I6CNPC8e175ZGmrUNWlvEz7Ik0eQQggP0kbCX4v4nZSy7bY11YWYIWhrLSdLyyeG47Xrf1bQ4hm4UEix0OvGfppwJdUtaStpJlP6clNTRTSNgvTY33XsScoyOjrQ7ZjtjcqvGhYqIPa1HXUe%2FZrazlS2zCwpM4n%2BpdIitWoCvrQAzUwb5Ju6z2j7J%2B%2BsMQ22ue18mwlNkBxSxbKZCLxTJX9pZpRK25doxilDWwjhuCw%2BT2VVl5u7vZDZjDLKHqQTvz71Oro8sqgZxtg%2BSapZKBAT0mA5j7bskGglk7KlAG0xjV92Es%2FX7tcgaMyKEDtbFUKa%2FSdbaF0c8jFqee6uewokYDbwBDIdhX967rU%2FASVYlkjmg4ajOIhC16DGuZcvqP2Ix4%2FNbkI1OdETinjs6IVJ%2FR7JphHzfgyNjVDCYMPN4Uk%2BatrJx570lbURzDsiiRzt1CznKnqbuj9DNPdmDXhNOwnIp%2FMXUIU%2B4Afjqj4nNNFNny%2BpC0JBQm2aXIS1WlfAqc8A,https://img.alicdn.com/imgextra/i2/219310104/O1CN0141ihFX1Cdg5WWRkAY_!!0-saturn_solar.jpg_460x460q90.jpg_.webp,False,True,上海,
2023冬季欧货拼接羽绒服男简约纯色蒙家潮牌帅气时尚轻奢个性外套,299,0人付款,潮流前线D6,https://click.simba.taobao.com/cc_im?p=%D3%F0%C8%DE%B7%FE&s=2076849887&k=961&e=nMJHbHTq9fZvcrInqKd9L0aDna6rVGBJoN1pwupgv%2FOPYR2L6ALXr7JYH4DTA2mr5uSu%2FV8oFB1bt9Usnu61uONChJdeFlmtucNC1cR18AYB3QQcxl6A%2FrIpZ2WJKfOyFyXzd1eSkGegRaRa0ryZ0KMnRbaqoNG7JZrhvysD%2BL%2BVnNj%2Fu%2Ff0Jt6rf6%2FBlIe3%2F9e%2BUAGstNCKA5q%2B%2BqkLWvIJqY898DJC%2BWEvYAoygTMTwX1%2BlqI3RnnjjLlSMbkliBJi8qkYThQhpYTWVcqqyo1xfZqEnccG8kZRjVZohQ5lbjjpeThD6dqDzuZZkHlbsa7ZeU34JjU0p2nvsfzbHbZs5zn2jQ3NZ7wOa74BSfjW7j0%2BPF0wF3zXH%2FJECi%2B6LKMKs63Eh%2BuzmZnCT47TsQxh0jXRQLY48M92s6cEaOeavm5XKjEo3afqCJfW%2FWb1tITtg8DBCEgiPYNOIYHdsR50duriUtvBGJQjZC5%2BxjmpwiM46iTC3yYkcQ2R%2FH8UUZdQXaJRXxQ9%2Fxw5twY8RmyyuD3MaMOyuk%2BcIn%2B8u%2Bb7lEyhio%2BAioTdNqKMvj%2FC%2Bvl7ilGn4mvRl%2F47e%2F%2FC4yBfSp40RiL8dTj0V6hOfEwOJZEo3MV6VKZvpMaFpRxyIVgEGpC9SKhL2BFGDKsQOwN7xWrhGkTg9wJ%2BgUCEvMjAw7BNB7PYFycwJDFOT7B0%2BN9DRvnd4mjDANJMwFn3WGDby4BOR1%2FwXpgftvhN6bEyCQCM1A2RemV%2FR6J0Aq1XaF0c8jFqee7uXrhngmVKMPOUhwvIxC9mlePgXlYPZuTxGRpUeKVdBVAufjGD35mJ%2F7WMW%2BfPvTM59u5eqBFsiR%2BGpWLEw5hoEinVSFoj0IiVoVl3kjJykPbh5IDyz0koRNwJ0P3wtA2HijVmqlFuTqqWQZuaq7hLnJBpNpa0IlrK3v%2FwOY%2BP1BbxdBZK7fid,https://click.simba.taobao.com/cc_im?p=%D3%F0%C8%DE%B7%FE&s=2076849887&k=961&e=3w4%2FsoetlxVvcrInqKd9L0aDna6rVGBJoN1pwupgv%2FOPYR2L6ALXr7JYH4DTA2mr5uSu%2FV8oFB1majT59Y%2F0H%2BNChJdeFlmtucNC1cR18AYB3QQcxl6A%2FrIpZ2WJKfOyFyXzd1eSkGegRaRa0ryZ0KMnRbaqoNG7JZrhvysD%2BL%2BVnNj%2Fu%2Ff0Jt6rf6%2FBlIe3%2F9e%2BUAGstNCKA5q%2B%2BqkLWvIJqY898DJC%2BWEvYAoygTMTwX1%2BlqI3RnnjjLlSMbkliBJi8qkYThQhpYTWVcqqyo1xfZqEnccG8kZRjVZohQ5lbjjpeThD6dqDzuZZkHlbsa7ZeU34JjU0p2nvsfzbHbZs5zn2jQ3NZ7wOa74BSfjW7j0%2BPF0wF3zXH%2FJECi%2B6LnWFNBtXsqtsFcx40%2FmFuMUGCUn6hja9z6%2BYLQThkw%2ByhcmyCPWkk5mztf%2BJjG%2BvKXkJbT5vYx97M%2BstoOqLr%2FJCPnFHa8M9tSGF3HYFwO1z%2FvdetsAPPKg2yu5dU%2F%2FflfbTVdlS4RI033%2B0whgf1oToCg%2FV6ZoOfnlXEPzr4hOiHk7qnncMXYSINEFV%2FaELoWn0kV4CZa1ioAMk9H4rrN07QfWy6qYnJdtWTD%2FDhd9O0VpNgP3tya7JG4GouPzwqMgi6ygCqyfXkHQss1vsHgKwxNa6WlZi18z27tBUh7MqU25L5gt5YFB90geHJlOqraRaYIiTkIClbORWsT6Zag42NdE6quPVrwdds6wJh3DJZ%2B5KdgurjlzMGwCbUXaa6JKlDhcl6idrCBvOpa8d%2Bu6HkpJUUkhpOPrPXjKHHYXdKhkHLd2pKmUeU1IhOO%2BD8K8vIlslCAVWWnXkCLjphzuqg%2BR2BnEnDcCidoTvdBmwQhIJDnN7Yf4I%2BcfUxqx9d3h2lgwlUA59yRHt9qdSW8lHELAVK9MxW83vAsg53NORTtMowxlqOHNJ8YeKUjbo#detail,https://img.alicdn.com/imgextra/i4/5291233760/O1CN01CVqwgk1de86kY0Oex_!!0-saturn_solar.jpg_460x460q90.jpg_.webp,False,True,北京,
中长款连帽男士羽绒服冬季2023新款潮牌加厚90白鸭绒男生冬装外套,249,99人付款,VUUG旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWVxi8aUPAMJjwWkCGNHEzkVSuFKoZQRLNkrswdiRYmMrK,https://detail.tmall.com/item.htm?id=741999329317&ns=1&abbucket=11,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/3055237276/O1CN01lc8QR823cSeqHUirx_!!0-item_pic.jpg_460x460q90.jpg_.webp,False,True,福建,泉州
羽绒服男士冬季2023新款美式潮牌立领工装白鸭绒情侣加厚保暖外套,209,93人付款,antin soul studios旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWWtSdKDH9FvFwtEfHoRBDUdo7dEpL5CXXQLsp6eK98mch,https://detail.tmall.com/item.htm?id=745909583131&ns=1&abbucket=11,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2211499841588/O1CN0162vwpG1NbLqVMKBLT_!!0-item_pic.jpg_460x460q90.jpg_.webp,False,True,福建,泉州
森马集团棉致白鸭绒羽绒服男冬季2023新款轻薄加厚短款青少年外套,275,100+人付款,森马旗下棉致臻选店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWMom5nf4uVCuojhSE4pXSRsif2g1WUdTxUZrM4Y9LBLty,https://item.taobao.com/item.htm?id=743523349457&ns=1&abbucket=11#detail,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/1664366851/O1CN0111PCrm20ToKnPvRWQ_!!0-item_pic.jpg_460x460q90.jpg_.webp,False,True,浙江,杭州
贵人鸟羽绒服男冬季鹅绒内胆三合一冲锋衣男加厚外套情侣鹅绒女,329,400+人付款,贵人鸟服饰旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWM8N5dLmx34AZCS7HwrXkFky39xpwovZxhwC7ZrS9JHJG,https://detail.tmall.com/item.htm?id=746663445255&ns=1&abbucket=11,https://picasso.alicdn.com/imgextra/O1CNA1UtDTw11y1kqvm4pUY_!!2214480606519-0-psf.jpg_460x460q90.jpg_.webp,True,True,福建,泉州
罗蒙羽绒服男士轻薄连帽防寒上衣秋冬季新款休闲鸭绒保暖外套男装,319,50人付款,罗蒙鞋类旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWK1KG4Zz6xS7brnwwxZUxW89zwSfBd7Nv577yLhkmvuSN,https://detail.tmall.com/item.htm?id=740009742445&ns=1&abbucket=11,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2200812713864/O1CN01RPfmMS1ePlHMOZBuU_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,广东,广州
奇 阿玛尼亚羽绒服男士立领冬季新款休闲韩版保暖白鸭绒外套男潮,119,300+人付款,奇阿玛尼亚万达折扣店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWXRSnFekC91RvFM4GTUkCJAM8WZmxMRMaTheoyuGWMT8E,https://item.taobao.com/item.htm?id=736077619524&ns=1&abbucket=11#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2212998816636/O1CN01yoZWey1ytLABZjqyv_!!2212998816636.jpg_460x460q90.jpg_.webp,True,True,浙江,嘉兴
雪中飞羽绒服男2023新款连帽短款加厚冬装上衣本命年红色冬季外套,329,900+人付款,雪中飞凯登博专卖店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWTDipsnVbFRyHLP94h5DCxH4yrfr38CDKhU1BvRvGxEXC,https://detail.tmall.com/item.htm?id=683037355298&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2209604408330/O1CN01L0khRi2BPC7ImTCzV_!!2209604408330.jpg_460x460q90.jpg_.webp,True,True,江苏,苏州
雪中飞男士羽绒服短款2023新款冬季可脱卸连帽白鸭绒保暖冬装外套,399,14人付款,雪中飞凯登博专卖店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWTDipsnVbFRyHLP94h5DCxH4yrfr38CDKhU1BvRvGxEXC,https://detail.tmall.com/item.htm?id=742330582215&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2209604408330/O1CN01QcNxA42BPC7GlhRAm_!!2209604408330.jpg_460x460q90.jpg_.webp,True,True,江苏,苏州
斯巴奴新款羽绒服男短款2023冬季休闲连帽冲锋衣夹克加厚保暖外套,397,30人付款,斯巴奴旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWNMA6tD5Bt7NWwVFvzvVpUEGiHpptt9T5EodJMfaHRFfJ,https://detail.tmall.com/item.htm?id=745339889869&ns=1&abbucket=11,https://gw.alicdn.com/imgextra/O1CN01U5cwe01VNAVwHXuMN_!!1030352640-0-picasso.jpg_460x460q90.jpg_.webp,True,True,江苏,苏州
鹅绒加厚羽绒服男冬季2023新款保暖轻薄防水冲锋衣冬装滑雪外套,354,55人付款,迈特优服饰旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWb49fFwcqPpfZmLNJkaA3KqsBJXy8u3u5hzei3XRoZWQh,https://detail.tmall.com/item.htm?id=747750339891&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2380441317/O1CN01BBKZxn1LbEVtgLeK5_!!0-item_pic.jpg_460x460q90.jpg_.webp,False,True,福建,泉州
可拆内胆白鹅绒羽绒服男装短款2023冬季新款三合一冲锋衣夹克外套,397,31人付款,斯巴奴旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWNMA6tD5Bt7NWwVFvzvVpUEGiHpptt9T5EodJMfaHRFfJ,https://detail.tmall.com/item.htm?id=742942294425&ns=1&abbucket=11,https://gw.alicdn.com/imgextra/O1CN01G7nl3i1VNAVrMLzTQ_!!1030352640-0-picasso.jpg_460x460q90.jpg_.webp,True,True,江苏,苏州
NASA羽绒服男士冬季短款加厚白鸭绒保暖外套高端户外秋冬工装夹克,244,39人付款,天天特卖工厂店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWRkZ1Zkcxc1hvTxymBjFGV9uG3kq47JeKX3mLD91RnnYM,https://detail.tmall.com/item.htm?id=747636720946&ns=1&abbucket=11,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/3937219703/O1CN01hL4Wys2LY1vL0ivvJ_!!3937219703-0-C2M.jpg_460x460q90.jpg_.webp,True,False,浙江,杭州
森马集团旗下棉致连帽羽绒服男士冬季2023新款鸭绒外套工装面包,279,200+人付款,森马棉致原创设计工作室,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWP4cF54x15wPNwion4vVz3zrLrkMz52P85hQ9HAX9BVk2,https://item.taobao.com/item.htm?id=743762210236&ns=1&abbucket=11#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/3422193418/O1CN01QCsByb1b7UdmODJiU_!!3422193418.jpg_460x460q90.jpg_.webp,False,True,浙江,杭州
Jeep吉普羽绒服男士冬季立领休闲大码羽绒衣白鸭绒短款保暖外套男,269,100+人付款,jeep吉普尚格专卖店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWSxRRtbDKUN4HVcwGygS1VLPmhGCT4LM589Lc4fWRhvow,https://detail.tmall.com/item.htm?id=743416495386&ns=1&abbucket=11,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/3694684873/O1CN0100xZju1lrsuoNkoh0_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,广东,广州
斯巴奴白色加厚羽绒服男短款2023冬季帅气连帽白鸭绒保暖男装外套,397,48人付款,斯巴奴官方店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HB254JQ3y2VEHSLQHui81DxQs,https://item.taobao.com/item.htm?id=734469681585&ns=1&abbucket=11#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/31570744/O1CN011QQf6Z1HMnZbmGCWN_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,江苏,苏州
连帽撞色羽绒服男士冬季新款白鸭绒ins潮牌加厚保暖宽松冬装外套,229,100+人付款,顶峰保罗旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWP7odDe8hD6kh5sJfG1Lrgb5FA3Nrym78odK64YHkNg6w,https://detail.tmall.com/item.htm?id=740682046241&ns=1&abbucket=11,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2076335766/O1CN010hTYLQ1sSsasNtLOi_!!0-item_pic.jpg_460x460q90.jpg_.webp,False,True,福建,泉州
NASA联名羽绒服米白男士2023新款秋冬季棉服男款轻薄工装棉袄外套,103,300+人付款,天天特卖工厂店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWRkZ1Zkcxc1hvTxymBjFGV9uG3kq47JeKX3mLD91RnnYM,https://detail.tmall.com/item.htm?id=745646194636&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3937219703/O1CN01QQHkMk2LY1vVBmFX7_!!3937219703-0-C2M.jpg_460x460q90.jpg_.webp,True,False,浙江,杭州
森马集团旗下棉致羽绒服冬季2023新款男士轻薄保暖连帽白鸭绒外套,304,64人付款,森马棉致原创设计工作室,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWP4cF54x15wPNwion4vVz3zrLrkMz52P85hQ9HAX9BVk2,https://item.taobao.com/item.htm?id=742587828237&ns=1&abbucket=11#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/3422193418/O1CN01TwxE3i1b7Udetw73U_!!3422193418.jpg_460x460q90.jpg_.webp,False,True,浙江,杭州
Jeep吉普户外冲锋衣羽绒服男冬季新款保暖三合一夹克冬装男士外套,379,200+人付款,jeep佰昊专卖店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWZg9RfToRmmSLHSzz2nwYhy74uU7KvLYLxi6FwPCRL94S,https://detail.tmall.com/item.htm?id=737614428766&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1718369498/O1CN01p5ohlK2K28hxTxMRk_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,广东,广州
斯巴奴加厚羽绒服男短款2023冬季保暖品牌正品白鸭绒保暖潮流外套,397,500+人付款,斯巴奴官方店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HB254JQ3y2VEHSLQHui81DxQs,https://item.taobao.com/item.htm?id=653554572345&ns=1&abbucket=11#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/31570744/O1CN01Dpf1Pv1HMnZWe7PrG_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,江苏,苏州
立领羽绒服男冬季新款潮牌加厚面包服保暖青少年短款冬装男士外套,338,40人付款,佐菲利男装旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWPZ7arHQYCvFujB92aqU9Jwd2bFURM818uw1CXP94BohL,https://detail.tmall.com/item.htm?id=748563712779&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1819994465/O1CN01MOK75u1ir1KWYpFUb_!!0-item_pic.jpg_460x460q90.jpg_.webp,False,True,江苏,苏州
Jeep吉普工装羽绒服男士冬季轻薄短款翻领白鸭绒休闲夹克外套男款,429,200+人付款,jeep佰昊专卖店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWZg9RfToRmmSLHSzz2nwYhy74uU7KvLYLxi6FwPCRL94S,https://detail.tmall.com/item.htm?id=735342365561&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1718369498/O1CN01pKyfaz2K28hmBbHwA_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,广东,广州
Jeep吉普羽绒服男士冬季2023新款潮流白鸭绒保暖大码衣外套男,428,100+人付款,jeep吉普尚格专卖店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWSxRRtbDKUN4HVcwGygS1VLPmhGCT4LM589Lc4fWRhvow,https://detail.tmall.com/item.htm?id=686542281672&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/3694684873/O1CN01VUMgwZ1lrsoZLEM0s_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,广东,广州
轻暖羽绒服男冬季潮牌连帽冬装加厚白鸭绒外套石墨烯科技防寒男,308,300+人付款,佐菲利男装旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWPZ7arHQYCvFujB92aqU9Jwd2bFURM818uw1CXP94BohL,https://detail.tmall.com/item.htm?id=745727440572&ns=1&abbucket=11,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/1819994465/O1CN019U3cKb1ir1KESUDB1_!!0-item_pic.jpg_460x460q90.jpg_.webp,False,True,江苏,苏州
361羽绒服男2023冬季男士加厚保暖短羽绒服男款连帽防风运动外套,279,200+人付款,361度官方旗舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWWSKmNpxeqfVfp2a1XrESPeeKz9CJWEQwsHZCzuJdj3zy,https://detail.tmall.com/item.htm?id=737594696199&ns=1&abbucket=11,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/363607599/O1CN01Uwde9X260ObTFrvZR_!!0-item_pic.jpg_460x460q90.jpg_.webp,True,True,福建,泉州
啄木鸟羽绒服男2023新款连帽中长款保暖冬季加厚外套宽松90白鸭绒,218,300+人付款,啄木鸟正品服饰褀舰店,https://store.taobao.com/shop/view_shop.htm?appUid=RAzN8HWSCLGWBchLzeBgrMcAc6dptZn3CDiiGEjYceZ1ynoYF6B,https://item.taobao.com/item.htm?id=743610152580&ns=1&abbucket=11#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2213212072704/O1CN01gE6aGx1VqTqq5k9D4_!!2213212072704.jpg_460x460q90.jpg_.webp,True,True,江苏,苏州
